Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Desarrolladores;Editores;Puntuacion_Usuario;Metascore;URL_Slug
Sifu Deluxe Edition 1.15.5.061;Sifu;RAWG;2022.0;¿Es suficiente una sola vida para dominar el Kung Fu? En Sifu, controlas a un joven estudiante de Kung Fu en un camino de venganza que envejece con cada muerte. Domina las brutales artes marciales en un viaje por los bajos fondos criminales.;https://media.rawg.io/media/games/3a9/3a9ea2db24f879e61fe7b824f5888d2a.jpg;Action, Fighting;Sloclap;Microids, Kepler Interactive, Sloclap;4.07;79.0;sifu
Silent Hill 2 Directors Cut PC Full;Wasteland 2: Director's Cut;RAWG;2015.0;Wasteland 2 es la largamente esperada secuela del RPG de 1988 que inspiró a Fallout. Lidera un escuadrón de Rangers del Desierto por el suroeste postnuclear de EE. UU., gestionando habilidades, recursos y decisiones moralmente complejas.;https://media.rawg.io/media/games/4f4/4f4c0c0d2127fd67b1e894204029468b.jpg;Adventure, RPG, Strategy, Indie;InXile Entertainment;Deep Silver, inXile Entertainment;3.63;87.0;wasteland-2-directors-cut
Silent Hill 2 Remake;Silent Hill 2;RAWG;2024.0;Tras recibir una carta de su esposa fallecida, James Sunderland se dirige a Silent Hill, el pueblo donde ambos compartieron recuerdos especiales. Lo que encuentra es una pesadilla envuelta en niebla construida desde su propia culpa y su dolor.;https://media.rawg.io/media/games/09b/09b41c1a2c5761c5b1772a4ae238bb0e.jpg;Action, Adventure;Bloober Team;Konami;4.47;;silent-hill-2-remake
SILENT HILL f v1.1.378720;Silent Hill f;RAWG;2025.0;SILENT HILL f es una historia completamente nueva ambientada en el Japón de los años 60, con una nueva protagonista y un horror sobrenatural arraigado en el folclore japonés.;https://media.rawg.io/media/games/e7f/e7f2f571761abd7b3c0598c719ae8893.jpg;Action, Adventure;NeoBards Entertainment;Konami;3.67;;silent-hill-f
Singularity v1.1;Singularity;RAWG;2010.0;Singularity es un shooter de Raven Software. El protagonista descubre un experimento soviético de los años 50 que involucra el elemento E99, el cual permite manipular el tiempo, y debe evitar una catastrófica alteración de la historia.;https://media.rawg.io/media/games/702/7020d1319d09e0c6a840aa08c5ce120f.jpg;Shooter;Raven Software;Activison, 1C-SoftClub;3.99;76.0;singularity
Skul The Hero Slayer v1.8.0;Skul: The Hero Slayer;RAWG;2021.0;Guía a 'Skul' en su misión de enfrentarse solo al Ejército Imperial para rescatar al Rey Demonio. Usa un sistema único donde cambias entre más de 100 cráneos diferentes, cada uno con habilidades únicas.;https://media.rawg.io/media/games/4f0/4f0a1619ca566080c9f3bb1e813bd6f6.jpg;Action, Indie;SouthPAW Games;NEOWIZ;3.59;80.0;skul-the-hero-slayer
Slay the Princess v1.0h;Slay the Princess;RAWG;2023.0;Una novela visual de horror con una premisa sencilla: mata a la princesa. Pero nada es tan simple como parece: cada elección importa, cada muerte cambia la historia, y la Princesa no será lo que esperas.;https://media.rawg.io/media/games/1fa/1fa542171e580af49fabd094bd232659.jpg;Adventure, RPG, Simulation, Indie;Black Tabby Games;Black Tabby Games;4.38;;slay-the-princess
Sniper Elite II Remastered (incl. Update 1);Sniper Elite: Resistance;RAWG;2025.0;Con mecánicas de francotirador sin igual, sigilo y combate táctico en tercera persona, Sniper Elite: Resistance lleva a Karl Fairburne a la Francia ocupada para descubrir un aterrador arma secreta.;https://media.rawg.io/media/games/25b/25b44a211b4eb55b2ed207a65195974f.jpg;Action, Shooter, Adventure;Rebellion;Rebellion;3.06;;sniper-elite-resistance
Sniper Elite III (build 03.10.2019);Sniper Elite 3;RAWG;2014.0;Esta precuela de Sniper Elite V2 está ambientada tres años antes de esos eventos, en los implacables desiertos del Norte de África. Destruye una devastadora superarma nazi antes de que cambie el rumbo de la Segunda Guerra Mundial.;https://media.rawg.io/media/games/fe6/fe68940746007261e34da4d9cce81423.jpg;Action, Shooter, Adventure;505 Games, Rebellion;505 Games, Rebellion;3.53;67.0;sniper-elite-3
Sniper Elite IV Deluxe Edition 1.5.0;Sniper Elite: Resistance;RAWG;2025.0;Mecánicas de francotirador sin rival y combate táctico. Sniper Elite: Resistance continúa la historia con un nuevo protagonista junto a Karl Fairburne en las sombras de la Resistencia francesa.;https://media.rawg.io/media/games/25b/25b44a211b4eb55b2ed207a65195974f.jpg;Action, Shooter, Adventure;Rebellion;Rebellion;3.06;;sniper-elite-resistance
Sons Of The Forest v53951;Sons of the Forest;RAWG;2024.0;Una experiencia completamente nueva de los creadores de The Forest. Enviado a encontrar a un multimillonario desaparecido en una isla remota, tú y tus compañeros descubréis un terrorífico mundo de mutantes caníbales y perturbadores secretos.;https://media.rawg.io/media/games/7a0/7a092fa63811a7f6ed90f456a8887e91.jpg;Action, Adventure, Simulation, Indie;Endnight Games;Newnight;3.63;;sons-of-the-forest
South of Midnight Premium Edition;South of Midnight;RAWG;2025.0;South of Midnight es una nueva aventura de acción de Compulsion Games. Explora el mítico Sur profundo de Estados Unidos como Hazel, una joven con habilidades mágicas de tejido, desenredando el oscuro folclore del bayou.;https://media.rawg.io/media/games/734/73451dc0abd013bee5b7d88faaacec11.jpg;Action, Adventure;Compulsion Games;Xbox Game Studios;3.61;;south-of-midnight
South Park Snow Day Deluxe Edition;SOUTH PARK: SNOW DAY!;RAWG;2024.0;Únete a Cartman, Stan, Kyle y Kenny en South Park: Snow Day!, un juego de acción cooperativa en 3D donde una enorme tormenta de nieve convierte South Park en un campo de batalla invernal lleno de personajes extravagantes y humor.;https://media.rawg.io/media/screenshots/f90/f9017218e38ee5321dce6d6f8ad98c4a.jpg;Action, Adventure;Question;THQ Nordic;2.25;;south-park-snow-day
Spider-Man;Marvel's Spider-Man;RAWG;2018.0;Marvel's Spider-Man permite a los jugadores encarnar al superhéroe más famoso del mundo. Un Peter Parker más experimentado se enfrenta a una conspiración de poderosos villanos que amenazan la ciudad de Nueva York.;https://media.rawg.io/media/games/9aa/9aa42d16d425fa6f179fc9dc2f763647.jpg;Action;Insomniac Games;Sony Interactive Entertainment;4.45;87.0;marvels-spider-man
Spider-Man Web of Shadows;Spider-Man: Web of Shadows;RAWG;2008.0;Nueva York ha sido invadida por una virulenta infección de simbionte y solo Spider-Man puede detenerla. Elige entre caminos de héroe y anti-héroe, usando tanto el traje rojo como el traje negro simbionte con estilos de combate distintos.;https://media.rawg.io/media/games/560/560c4a3fc525979b9e1f35e17d267229.jpg;Arcade;Treyarch, Shaba Games;Activision Blizzard;4.02;64.0;spider-man-web-of-shadows
Split Fiction + Update v17.03.2025;Split Fiction;RAWG;2025.0;Vive momentos alucinantes mientras te sumerges en los muchos mundos de Split Fiction. Dos escritoras quedan atrapadas dentro de sus propias historias y deben cooperar a través de géneros y realidades en constante cambio.;https://media.rawg.io/media/games/02a/02ac22b3b90717dabaa535640c38534c.jpg;Action, Adventure;Hazelight;Electronic Arts;4.45;;split-fiction
Stalker Trilogy Gold Edition PC;RIP - Trilogy;RAWG;2007.0;Con la finalización del tercer título, la trilogía RIP está completa. Una saga de shooters arcade donde guerreros angelicales combaten hordas demoníacas con armamento desmesurado.;https://media.rawg.io/media/screenshots/c2f/c2f4aa10225d6571d019d5741e2037c1.jpg;Casual, Indie;Elephant Games;Meridian4;2.93;;rip-trilogy
STAR WARS Jedi - Survivor Deluxe Edition;Star Wars Jedi: Survivor;RAWG;2023.0;Star Wars Jedi: Survivor se desarrolla cinco años después de Fallen Order. Cal Kestis debe mantenerse un paso por delante del Imperio en nuevos planetas, dominando nuevas habilidades de la Fuerza y posturas de sable de luz en su desesperada lucha por sobrevivir.;https://media.rawg.io/media/games/3e4/3e43e29ae126ef951842393f5ff7f33a.jpg;Action, Adventure;Respawn Entertainment, Respawn;Electronic Arts;4.21;;star-wars-jedi-survivor
Star Wars Jedi Fallen Order;Star Wars Jedi: Fallen Order;RAWG;2019.0;Cal Kestis es uno de los últimos Jedi supervivientes tras la Orden 66. Perseguido por los Inquisidores, Cal debe reconstruir su conexión con la Fuerza y ensamblar a un compañero droide para localizar un artefacto Jedi que podría reconstruir la Orden.;https://media.rawg.io/media/games/559/559bc0768f656ad0c63c54b80a82d680.jpg;Action, Adventure;Respawn Entertainment;Electronic Arts;4.13;80.0;jedi-the-fallen-order
Stardew Valley v1.6.15 Build 22.12.2024;Stardew Valley;RAWG;2016.0;Un ex trabajador de oficina hereda una granja en mal estado en Stardew Valley y escapa del mundo corporativo. Planta cultivos, cría animales, trabaja en la mina, pesca y construye relaciones con los pintorescos lugareños en este encantador RPG.;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;RPG, Simulation, Indie;Chucklefish, ConcernedApe;Chucklefish, ConcernedApe;4.39;89.0;stardew-valley
Stonehearth;Stonehearth;RAWG;2015.0;Stonehearth es un juego de exploración y supervivencia en un épico entorno de fantasía. Construye un próspero asentamiento para un grupo de colonos, gestiona sus necesidades, elabora herramientas y defiéndete de los enemigos.;https://media.rawg.io/media/screenshots/693/6935da4fc03d06a7563f8093e039ff0f.jpg;Strategy, Simulation, Indie;Radiant Entertainment;;3.5;;stonehearth
Stray v1.5.368;Stray;RAWG;2022.0;Perdido, solo y separado de su familia, un gato callejero debe desenredar un antiguo misterio para escapar de una ciudad amurallada olvidada hace mucho tiempo. Deambula por atmosféticas calles de neón, hazte amigo de un pequeño robot y resuelve los secretos de la ciudad.;https://media.rawg.io/media/games/cd3/cd3c9c7d3e95cb1608fd6250f1b90b7a.jpg;Action, Adventure, Indie, Puzzle, Platformer;BlueTwelve, BlueTwelve Studio;Annapurna Interactive;4.15;82.0;stray-2
Stronghold Crusader HD v1.3;Stronghold Crusader HD;RAWG;2012.0;Stronghold Crusader HD es un juego de estrategia en tiempo real medieval ambientado durante las Cruzadas. Construye y defiende tu castillo en el desierto, eligiendo entre comandantes históricos como Ricardo Corazón de León y Saladino.;https://media.rawg.io/media/screenshots/125/1258337895195f87eb5465eb9d5d5596.jpg;Strategy, Simulation;FireFly Studios;FireFly Studios;4.24;78.0;stronghold-crusader-hd
Subnautica - Below Zero;Subnautica: Below Zero;RAWG;2021.0;Below Zero es una aventura submarina ambientada en el mundo oceánico alienígena del Planeta 4546B. Como investigadora Robin Ayou, sumérgete en congeladas aguas y cuevas heladas para descubrir la verdad sobre la desaparición de su hermana.;https://media.rawg.io/media/games/437/4377bf00ded8a2ba781aa74d8bff9220.jpg;Adventure, Indie;Unknown Worlds Entertainment;Unknown Worlds Entertainment;4.01;80.0;subnautica-below-zero
Subnautica (build 71137);Subnautica;RAWG;2018.0;Subnautica es un juego de supervivencia en las profundidades del mar en primera persona. Accidentado en un planeta oceánico alienígena, debes gestionar el oxígeno, el hambre y la sed mientras exploras impresionantes biomas submarinos y descubres el oscuro secreto del planeta.;https://media.rawg.io/media/games/739/73990e3ec9f43a9e8ecafe207fa4f368.jpg;Adventure, Indie;Unknown Worlds Entertainment;Unknown Worlds Entertainment;4.24;83.0;subnautica
Sun Haven v1.4.01a;Sun Haven;RAWG;2021.0;Sun Haven es un simulador de granja de fantasía multijugador con dragones, magia, una línea de misión principal y opciones de romance. Cultiva, pesca, trabaja en la mina y construye relaciones en un vibrante pueblo lleno de elfos, monstruos y aventura.;https://media.rawg.io/media/screenshots/24d/24d59b7600e96ab4a69a81d9a3b5b795.jpg;Adventure, RPG, Simulation, Casual, Indie;Pixel Sprout Studios;Pixel Sprout Studios;3.8;;sun-haven
Super Mario 3D World PC - Paste Free;Super Mario Bros. 3D;RAWG;2022.0;SMB 3D es un juego de fans basado en el clásico Super Mario Bros., reimaginando la aventura original con jugabilidad de plataformas en 3D.;https://media.rawg.io/media/screenshots/181/181838ac196e14e0c34311a55b231935.jpg;Adventure;SuperO1k;;0.0;;super-mario-bros-3d
Super Smash Bros. Ultimate v11.0.0;Super Smash Bros. Crusade;RAWG;2022.0;Super Smash Bros. Crusade es un fan game gratuito que incluye una gran cantidad de contenido de diversas franquicias. Un juego de lucha de plataformas no oficial inspirado en la serie Smash Bros.;https://media.rawg.io/media/screenshots/95b/95be606945c94f7a4845771fffd7dafa.jpg;Action, Fighting, Platformer;Sato1999, Super Smash Bros. Crusade, Zange217;;0.0;;super-smash-bros-crusade-2
Terraria 1.4.4.9;Terraria;RAWG;2011.0;Terraria es un juego de acción, aventura y sandbox 2D. Crea un personaje, explora un mundo generado aleatoriamente, excava en busca de recursos, construye estructuras elaboradas y lucha contra jefes cada vez más poderosos.;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Action, Indie, Platformer;Engine Software, Codeglue, Pipeworks Studio, Re-Logic;505 Games, Headup Games, Spike Chunsoft, Re-Logic;4.08;81.0;terraria
The Callisto Protocol Deluxe Edition v26.03.2024;The Callisto Protocol;RAWG;2022.0;The Callisto Protocol es un nuevo survival horror del estudio liderado por Glen Schofield, cocreador de Dead Space. Ambientado en la luna de Júpiter, Calisto, en el año 2320, los prisioneros deben combatir mutaciones monstruosas para escapar de la Prisión Hierro Negro.;https://media.rawg.io/media/games/605/605e0c04ba48ece4b4ae7825473477f6.jpg;Action, Adventure;Striking Distance Studios;Skybound Games, KRAFTON;3.54;69.0;the-calisto-protocol
The Crew 2;The Crew 2;RAWG;2018.0;Captura la emoción de la escena automovilística americana en The Crew 2. Compite por una masiva recreación en mundo abierto de los Estados Unidos usando coches, motos, lanchas y aviones en eventos competitivos.;https://media.rawg.io/media/games/b49/b49e403e116e9734e95b4c88e5b2ae74.jpg;Action, Racing, Massively Multiplayer;Ubisoft, Ivory Tower;Ubisoft Entertainment;3.17;66.0;the-crew-2
The Dark Pictures Anthology - Little Hope v19.12.2022;The Dark Pictures Anthology: Little Hope;RAWG;2020.0;The Dark Pictures Anthology es una serie de juegos de terror cinematográfico independientes y con ramificaciones. En Little Hope, cuatro estudiantes universitarios y su profesor quedan varados en un pueblo abandonado atormentado por visiones de un juicio por brujería del siglo XVII.;https://media.rawg.io/media/games/643/6431f15213a854efd273943f2cf6a925.jpg;Action, Adventure;Supermassive Games;Bandai Namco Entertainment, BANDAI NAMCO Entertainment Europe;3.79;70.0;the-dark-pictures-anthology-little-hope
The Dark Queen of Mortholme.exe;Queen's Quest: Tower of Darkness;RAWG;2015.0;Queen's Quest: Tower of Darkness es un juego de aventuras inspirado en un cuento de hadas clásico. Una valiente heroína parte para liberar a un reino de un antiguo mal que se ha apoderado de una oscura torre.;https://media.rawg.io/media/screenshots/d98/d98e017a273a8faa0e8b4f21af1a883e.jpg;Adventure, Casual, Puzzle;Artifex Mundi, Brave Giant;Artifex Mundi;2.83;;queens-quest-tower-of-darkness
The Elder Scrolls V - Skyrim Special Edition v1.6.1170;The Elder Scrolls V: Skyrim;RAWG;2011.0;El quinto juego de la saga Elder Scrolls. El Dovahkiin está profetizado para derrotar al dragón devorador del mundo Alduin. Explora la fría provincia norteña de Skyrim en uno de los RPGs más extensos y rejugables jamás creados.;https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg;Action, RPG;Bethesda Game Studios;Bethesda Softworks;4.42;94.0;the-elder-scrolls-v-skyrim
The Elder Scrolls V Skyrim Gold;The Elder Scrolls V: Skyrim;RAWG;2011.0;Skyrim es un RPG en mundo abierto emblemático donde exploras una vasta provincia nevada como el Dovahkiin, aprendiendo gritos de dragón y enfrentando finalmente la antigua amenaza de Alduin, el Devorador del Mundo.;https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg;Action, RPG;Bethesda Game Studios;Bethesda Softworks;4.42;94.0;the-elder-scrolls-v-skyrim
The Evil Within 2;The Evil Within 2;RAWG;2017.0;The Evil Within 2 es un survival horror con énfasis en la jugabilidad cinematográfica. Sebastian Castellanos debe entrar de nuevo al mundo STEM para salvar a su hija atrapada dentro de una pesadillesca ciudad de realidad virtual.;https://media.rawg.io/media/games/d5f/d5fd2f970f48d0877a53aec98825faba.jpg;Action, Shooter, Adventure;Bethesda Softworks, Tango Gameworks;Bethesda Softworks;4.14;82.0;the-evil-within-2
The Forest v1.12;The Forest;RAWG;2018.0;The Forest es un juego de supervivencia y horror en mundo abierto. Tras un accidente aéreo, Eric LeBlanc debe sobrevivir en una península habitada por mutantes caníbales, construyendo un refugio y enfrentando finalmente a la tribu para rescatar a su hijo.;https://media.rawg.io/media/games/1be/1be575aa6de86de328433a63fb534d9a.jpg;Action, Adventure, Indie;Endnight Games;Endnight Games;3.74;;the-forest
The Last of Us Part I;The Last of Us Part I;RAWG;2022.0;Revisita el juego que estableció un nuevo estándar para la narrativa de un solo jugador. Joel, un endurecido superviviente, escolta a Ellie —una chica que puede ser la última esperanza de la humanidad— por los Estados Unidos postpandemia devastados por una infección fúngica.;https://media.rawg.io/media/games/71d/71df9e759b2246f9769126c98ac997fc.jpg;Action, Shooter, Adventure;Naughty Dog;Sony Computer Entertainment, PlayStation PC;4.68;;the-last-of-us-part-i
The Last of Us Parte II Remastered v1.0.10402;The Last of Us Part I;RAWG;2022.0;Un remake completo del Last of Us original. El desgarrador viaje de Joel y Ellie a través de una América postapocalíptica es reconstruido desde cero con visuales modernas y jugabilidad mejorada.;https://media.rawg.io/media/games/71d/71df9e759b2246f9769126c98ac997fc.jpg;Action, Shooter, Adventure;Naughty Dog;Sony Computer Entertainment, PlayStation PC;4.68;;the-last-of-us-part-i
The LEGO Movie Videogame;The LEGO Movie - Videogame;RAWG;2014.0;The LEGO Movie Videogame es una aventura de acción desarrollada por TT Fusion. Emmet, una minifigura LEGO ordinaria, es accidentalmente identificada como la persona más extraordinaria y debe ayudar a detener al malvado Lord Business.;https://media.rawg.io/media/screenshots/b83/b8382775bded4811c7492cc5d850683a.jpg;Action, Adventure, Family;Feral Interactive, Warner Bros. Interactive, Traveller's Tales, TT Fusion;Warner Bros. Interactive;3.57;72.0;lego-movie-videogame
The Sims 2 Legacy Collection v1.0.0.153;The Sims 2 Legacy Collection;RAWG;;The Sims 2 Legacy Collection trae el amado clásico a Windows 10/11. Dirige a tus Sims a lo largo de toda su vida —desde el nacimiento hasta la vejez— a través de múltiples generaciones, con todo el contenido original incluido.;https://media.rawg.io/media/screenshots/6a6/6a6e1d796d42fd529f3dcbf3645524dd.jpg;Simulation;Maxis;Electronic Arts;0.0;;the-sims-2-legacy-collection
The Sims 3 Ultimate Collection v1.67.2;The Sims;RAWG;2000.0;En Los Sims, tienes el poder de crear y controlar personas en un mundo virtual. Construye casas, gestiona relaciones, persigue carreras y navega las alegrías y desastres de la vida simulada.;https://media.rawg.io/media/games/639/639b45004ba5ff983d790f39641393c7.jpg;Simulation;Maxis, The Sims Studio;Electronic Arts;4.2;88.0;the-sims
The Sims 4 v1.119.109;The Sims 4;RAWG;2014.0;Disfruta del poder de crear y controlar personas en un mundo virtual. Los Sims 4 cuenta con una profunda creación de personajes, construcción de hogares flexible y un creciente mundo de expansiones que abarcan cada aspecto de la vida simulada.;https://media.rawg.io/media/games/e44/e445335e611b4ccf03af71fffcbd30a4.jpg;Strategy, Simulation, Casual;Electronic Arts, Maxis;Electronic Arts;3.67;67.0;the-sims-4
The Sims Medieval Ultimate;The Sims Medieval;RAWG;2011.0;Combina la simulación de vida de Los Sims con un entorno de reino medieval. Construye y gestiona un reino, controla a Sims heroicos con diferentes profesiones y completa misiones para dar forma al destino de tu reino.;https://media.rawg.io/media/games/9a3/9a393c1d075d4a475fa8e6e41fe8c096.jpg;Strategy, Simulation;The Sims Studio;Electronic Arts;3.79;78.0;the-sims-medieval
The Surge;The Surge;RAWG;2017.0;Un catastrófico evento te deja inconsciente tu primer día de trabajo en un enorme complejo industrial. Vestido con un mortífero exoesqueleto CREO, lucha a través de empleados infectados y drones robóticos en este brutal action-RPG.;https://media.rawg.io/media/games/396/3963e0df75c22d5995368ec43dacc19e.jpg;Action, RPG;Focus Home Interactive, Deck13;Focus Home Interactive;3.19;72.0;the-surge
The Swapper;The Swapper;RAWG;2013.0;The Swapper es un plataformas de puzles clásico con elementos Metroidvania. Usa un dispositivo que crea clones de ti mismo e intercambia tu conciencia entre ellos para resolver rompecabezas espaciales cada vez más complejos en una inquietante estación espacial.;https://media.rawg.io/media/games/6fc/6fcb1c529c764700d55f3bbc1b0fbb5b.jpg;Action, Adventure, Indie, Puzzle, Platformer;Curve Digital, Facepalm Games;Curve Digital, Facepalm Games;3.53;87.0;the-swapper
The Witcher 3 Wild Hunt v4.04;The Witcher 3: Wild Hunt;RAWG;2015.0;La tercera entrega de la serie no guarda nada para el jugador. Una aventura en mundo abierto donde el brujo Geralt de Rivia busca a su hija adoptiva Ciri, perseguida por la Cacería Salvaje, a través de un continente devastado por la guerra.;https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg;Action, RPG;CD PROJEKT RED;CD PROJEKT RED;4.64;92.0;the-witcher-3-wild-hunt
The Witcher Enhanced Edition Directors Cut;The Witcher: Enhanced Edition Director's Cut;RAWG;2008.0;The Witcher es la primera entrega de la saga que sigue a Geralt de Rivia, un mutante cazador de monstruos. La Edición Mejorada añade la historia de la Hermandad de las Antorchas, traducciones mejoradas y dos horas de nuevo contenido.;https://media.rawg.io/media/games/ee3/ee3e10193aafc3230ba1cae426967d10.jpg;Action, RPG;CD PROJEKT RED;1C-SoftClub, CD PROJEKT RED, Atari;4.06;86.0;the-witcher-enhanced-edition-directors-cut
Tiny Glade v1.14.2;Tiny Glade;RAWG;2024.0;Tiny Glade es un pequeño constructor de dioramas donde dibujas castillos caprichosos, acogedoras cabañas y nevados pueblecitos. Una herramienta puramente creativa y relajante sin objetivos ni enemigos: solo construcción tranquila.;https://media.rawg.io/media/games/2b8/2b83bcf74366f52296427c559803f6a6.jpeg;Strategy, Simulation, Casual, Indie;Pounce Light;Pounce Light;3.63;;tiny-glade
Titanfall 2 v2.0.11.0;Titanfall 2;RAWG;2016.0;Titanfall 2 ahora tiene una campaña de un jugador completa. El fusilero Jack Cooper forma un vínculo con su Titán BT-7274 mientras luchan tras las líneas enemigas, combinando la agilidad del parkour en muros con el combate de mecas gigantes.;https://media.rawg.io/media/games/569/56978b5a77f13aa2ec5d09ec81d01cad.jpg;Action, Shooter;Respawn Entertainment;Electronic Arts;4.31;87.0;titanfall-2
Tom Clancy’s Ghost Recon Advanced Warfighter;Tom Clancy's Ghost Recon: Advanced Warfighter;RAWG;2006.0;Comanda tu escuadrón Ghost en una guerra urbana del futuro cercano. Como el sargento Scott Mitchell, usa tecnología avanzada y comandos tácticos de escuadrón para neutralizar un golpe de Estado militar en Ciudad de México en este shooter táctico en tercera persona.;https://media.rawg.io/media/games/d5d/d5d1285eda70648606e4ce108d8e82b9.jpg;Action, Shooter;Ubisoft, Ubisoft Paris, Red Storm, GRIN;Ubisoft Entertainment;3.5;85.0;tcs-graw
Tomb Raider 2013 Game of the Year Edition v1.01;Tomb Raider;RAWG;2013.0;Un renacimiento cinematográfico de la saga en forma de acción en tercera persona. Lara Croft sobrevive a un naufragio en una misteriosa isla y debe transformarse de una chica asustada a una dura superviviente para escapar, en el oscuro origen de la icónica heroína.;https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg;Action;Crystal Dynamics;Square Enix;4.06;86.0;tomb-raider
Torchlight 2 v1.25.9.5;Torchlight II;RAWG;2012.0;Torchlight II es la segunda entrega de la saga. Amplía la fórmula action-RPG del original con entornos más abiertos, multijugador cooperativo para hasta 6 jugadores y una nueva serie de clases de personaje y enemigos.;https://media.rawg.io/media/games/c06/c06d88c35785c8003147cb53c84af033.jpg;Action, RPG;Runic Games, Perfect World Entertainment;Perfect World Entertainment, Runic Games, Perfect World;3.84;88.0;torchlight-ii
Tunic v02.03.2023;Tunic;RAWG;2022.0;Explora una tierra llena de leyendas perdidas, poderes ancestrales y feroces monstruos. Controla a un pequeño zorro en una gran aventura, desvelando secretos crípticos y reconstruyendo un manual de instrucciones para comprender el mundo.;https://media.rawg.io/media/games/2c1/2c1984e128ac48b89953ed4de4904a3b.jpg;Action, Adventure, Indie;ISOMETRICORP Games, Andrew Shouldice;Finji;4.11;86.0;tunic
Uncharted 4 Legacy of Thieves Collection;Uncharted: Legacy of Thieves Collection;RAWG;2022.0;Busca tu fortuna y deja tu huella en el mundo. La Legacy of Thieves Collection incluye Uncharted 4: El Desenlace del Ladrón y Uncharted: El Legado Perdido, ambos remasterizados para PC.;https://media.rawg.io/media/games/de6/de66bc4c72b45c3bb906c85d0628112d.jpg;Action, Adventure;Naughty Dog, Iron Galaxy Studios;Sony Interactive Entertainment, PlayStation PC;4.47;;uncharted-legacy-of-thieves-collection
Until Dawn;Until Dawn (Remake);RAWG;2024.0;Reconstruido y mejorado para PC. Until Dawn te invita a revivir la pesadilla de ocho amigos atrapados en una montaña remota con un asesino. Cada decisión importa, hasta el amanecer.;https://media.rawg.io/media/games/d4a/d4adb09d67998e339551acb0e15c1e99.jpg;Action, Adventure;Ballistic Moon;PlayStation PC, PlayStation Publishing;4.03;;until-dawn-2
Warcraft II v2.02;Warcraft II: Remastered;RAWG;2024.0;Domina las mareas en el segundo título icónico de Warcraft. Comanda tu propia flota en una versión completamente remasterizada del clásico RTS, con gráficos actualizados y todo el contenido original de la base y las expansiones.;https://media.rawg.io/media/screenshots/4f4/4f4b03621788793e7841452c3500478e.jpg;Strategy;;Blizzard Entertainment;0.0;;warcraft-ii-remastered
Warcraft III Reforged;Warcraft III: Reforged;RAWG;2020.0;Warcraft III: Reforged es una impresionante reimaginación del revolucionario juego de estrategia en tiempo real. Revive los eventos fundamentales del RTS que definió una generación con visuales remasterizados y jugabilidad actualizada.;https://media.rawg.io/media/games/4e9/4e908c9270228430128105bcd88e51bc.jpg;RPG, Strategy;;Activision Blizzard;2.35;59.0;warcraft-iii-reforged
WarCraft III v1.27b;Warcraft III: Reforged;RAWG;2020.0;Una reimaginación de la legendaria Warcraft III. Sigue el destino de Azeroth en las campañas de Humanos, No-muertos, Orcos y Elfos de la Noche en visuales HD remasterizados.;https://media.rawg.io/media/games/4e9/4e908c9270228430128105bcd88e51bc.jpg;RPG, Strategy;;Activision Blizzard;2.35;59.0;warcraft-iii-reforged
Watch Dogs - Legion v1.5.6;Watch Dogs: Legion;RAWG;2020.0;En Watch Dogs Legion, construyes una resistencia con prácticamente cualquier persona en un Londres del futuro cercano bajo control autoritario. Recluta PNJ con rasgos, habilidades e historias únicas para formar tu colectivo de hackers.;https://media.rawg.io/media/games/415/41563ce6cb061a210160687a4e5d39f6.jpg;Action, Shooter, Adventure;Ubisoft, Ubisoft Toronto;Ubisoft Entertainment;3.12;72.0;watch-dogs-legion
What Remains of Edith Finch;What Remains of Edith Finch;RAWG;2017.0;La familia Finch, conocida como 'la familia más desafortunada de América', vive bajo la creencia de que están malditos. Como Edith, explora la casa familiar y experimenta los últimos momentos de cada miembro fallecido de la familia.;https://media.rawg.io/media/games/34e/34e100b1f648de99f32d477065f04653.jpg;Adventure, Indie;Annapurna Interactive, Giant Sparrow;Annapurna Interactive;4.38;89.0;what-remains-of-edith-finch
Wheelman;Wheelman;RAWG;2009.0;Combinando espectaculares acrobacias al estilo Hollywood con una apasionante trama, Wheelman convierte a Vin Diesel en el agente encubierto Milo Burik en una historia de alta octanaje ambientada en las calles de Barcelona.;https://media.rawg.io/media/games/c47/c47f05d0a4a5ad5f6121368ec2d2f398.jpg;Action, Shooter;Tigon Studios, Midway Studios - Newcastle;Midway Games, Midway Home Entertainment;2.91;63.0;wheelman
